Title,clean_synopsis
Sonic the Hedgehog 3,sonic knuckle tail reunite powerful new adversary shadow mysterious villain power unlike anything faced ability outmatched every way team sonic must seek unlikely alliance hope stopping shadow protecting planet
Scary Movie,familiar looking group teenager find stalked vaguely recognizable masked killer victim begin pile laugh pile none favorite scary movie escape razor sharp satire outrageously funny parody
Smurfs: The Lost Village,fully animated new take smurfs mysterious map set smurfette friend brainy clumsy hefty exciting race forbidden forest leading discovery biggest secret smurf history
Tourist Family,quirky sri lankan family seeking fresh start india transforms disconnected neighborhood vibrant community infectious love kindness
My Spy The Eternal City,jj veteran cia agent reunites prot g sophie order prevent catastrophic nuclear plot targeting vatican
The Intouchables,true story two men never met quadriplegic aristocrat injured paragliding accident young man project
Old School,three friend attempt recapture glory day opening fraternity near alma mater
Grown Ups,high school basketball coach pass away five good friend former teammate reunite fourth july holiday weekend
Accident Man: Hitman's Holiday,accident man back time must best top assassin world protect ungrateful son mafia bos save life friend rekindle relationship maniacal father figure
Murder Mystery,long awaited trip europe new york city cop hairdresser wife scramble solve baffling murder aboard billionaire yacht
The A-Team,man love plan come together col hannibal smith lead close knit team elite operative iraq war veteran framed crime commit smith men capt h howling mad murdock sgt bosco b baracus lt templeton faceman peck break go rogue using special talent clear name find perpetrator hot trail capt charissa sosa involved member smith team sworn capture matter take
The Party's Over,illegally arriving spain young senegalese immigrant bilal evades police find refuge andalusian manor house discovered separately capricious lady house carmina maid lupe bilal sanctuary turn perilous prison
Megamind,megamind highly intelligent alien supervillain defeat long time nemesis metro man megamind creates new hero fight must act save city creation becomes even worse villain
Drunken Master,getting trouble mischievous young man sent train brutal slovenly old beggar teach secret drunken fist
School of Rock,fired band hard cash guitarist vocalist dewey finn finagles way job fifth grade substitute teacher private school secretly begin teaching student finer point rock n roll school hard nosed principal rightly suspicious finn activity finn roommate remains dark
Babylon,tale outsized ambition outrageous excess tracing rise fall multiple character era unbridled decadence depravity hollywood transition silent film sound film late
Secret Headquarters,hanging school charlie friend discover headquarters world powerful superhero hidden beneath home villain attack must team defend headquarters save world
Clue,clue find six colorful dinner guest gathered mansion host mr boddy turn dead secret exposed blackmailing killer among guest boddy chatty butler must sus culprit body count rise
Cocaine Bear,inspired true story oddball group cop criminal tourist teen converge georgia forest pound black bear go murderous rampage unintentionally ingesting cocaine
Meet the Robinsons,lewis brilliant young inventor keen creating time machine find mother abandoned orphanage thing take turn meet wilbur robinson family
American Pie Presents: Beta House,erik ryan cooze start college pledge beta house fraternity presided none legendary dwight stifler chaos ensues fraternity geek threatens stop debauchery beta make stand right party
The Lego Batman Movie,cooler ever bruce wayne must deal usual suspect plan rule gotham city discovering accidentally adopted teenage orphan wish become sidekick
Mickey and the Very Many Christmases,mickey make magical wish every day could christmas wind second thought wish actually come true
Summer of 69,effort land guy pining since grade school abby hire local stripper named santa monica teach everything need know confidence sex
GJLS: Ibuku Ibu-Ibu,togetherness sibling thwarting father intention remarry lead family disintegration minimal inheritance distribution
The Naked Gun 2½: The Smell of Fear,bumbling lieutenant frank drebin foil big boy energy industry intend suppress technology put business
The Family Plan,dan morgan many thing devoted husband loving father celebrated car salesman also former assassin past catch present forced take unsuspecting family road trip unlike
The Hitman's Bodyguard,world top bodyguard get new client hitman must testify international court justice must put difference aside work together make trial time
Ace,kannan past come malaysia turn new leaf realises girl love need money get difficult situation commits robbery make target fearsome gangster girl stepfather immoral cop
Benji,two school kid strike friendship orphaned puppy named benji danger befalls end kidnapped robber head benji scruffy sidekick come rescue
White Chicks,two fbi agent brother marcus kevin copeland accidentally foil drug bust avoid fired accept mission escorting pair socialite hampton girl disfigured car accident refuse go left without option marcus kevin decide pose sister transforming black men rich white woman
Celebrity Sex Tape,group college nerd secretly record washed celebrity sex post tape internet publicity revives actress career every b list celebrity reality show reject celebutante hollywood want star guy next production
Nonnas,losing beloved mother man risk everything honor opening italian restaurant actual nonnas grandmother chef
The 33D Invader,young woman named future sent year year hong kong future sent united nation order get pregnant extract gene repopulate earth male become infertile future due attack planet xucker two assassin xuckler sent stop future meet three university student felix dan san sing men obsessed female student next door chin chin chen chen sai sai student agree help future find mate university
The Ballad of Buster Scruggs,vignette weaving together story six individual old west end civil war following tale sharp shooting songster wannabe bank robber two weary traveling performer lone gold prospector woman traveling west uncertain future motley crew stranger undertaking carriage ride
Knight and Day,fugitive couple go glamorous sometimes deadly adventure nothing one even seem amid shifting alliance unexpected betrayal race across globe survival ultimately hinging battle truth v trust
Twins,julius vincent benedict result experiment would allow perfect child julius planned grows athletic proportion vincent accident somewhat smaller stature vincent placed orphanage julius taken south sea island raised philosopher vincent becomes ultimate low life killed loan shark
Charlie's Angels,captivating crime fighting trio master disguise espionage martial art back devious mastermind embroils plot destroy individual privacy angel aided loyal sidekick bosley set bring bad guy terrible secret revealed make angel target assassination
Memoir of a Snail,forcibly separated twin brother orphaned melancholic misfit learns find confidence within amid clutter misfortune everyday life
Long Live the Seal,andrea nice girl move veneto north italy rom employed nurse medical practice soon involved never ending game misunderstanding couple exchange sexual seduction
Mrs. Doubtfire,loving irresponsible dad daniel hillard estranged exasperated spouse crushed court order allowing weekly visit kid daniel learns ex need housekeeper get job disguised british nanny soon becomes child best pal kind parent start
Housefull 5A,father writes son jolly going get jolly comedy unfolds different people pose real jolly cruise celebrating father birthday murder take place
Happy Feet,world emperor penguin find soul mate song penguin born cannot sing tap dance something fierce
Cloudy with a Chance of Meatballs 2,disastrous food storm first film flint friend forced leave town flint accepts invitation idol chester v join live corp company tasked clean island best inventor world create technology betterment mankind flint discovers machine still operates creates mutant food beast like living pickle hungry tacodiles shrimpanzees apple pie thons friend must return save world
Rush Hour 3,botched assassination attempt mismatched duo find paris struggling retrieve precious list name murderous crime syndicate henchman try best stop lee carter must fight way dangerous gangster however time past come back haunt lee boy get job done
Knives Out,renowned crime novelist harlan thrombey found dead estate th birthday inquisitive debonair detective benoit blanc mysteriously enlisted investigate harlan dysfunctional family devoted staff blanc sifts web red herring self serving lie uncover truth behind harlan untimely death
CrazyMinded,much really know make decision multiple version within u something say
HAIKYU!! The Dumpster Battle,shoyo hinata join karasuno high volleyball club like idol former karasuno player known little giant hinata soon learns must team middle school nemesis tobio kageyama clashing style form surprising weapon newfound teamwork defeat rival nekoma high highly anticipated dumpster battle long awaited ultimate showdown two opposing underdog team
The Blues Brothers,jake blue released prison put old band back together save catholic home brother elwood raised
Trading Places,snobbish investor wily street con artist find position reversed part bet two callous millionaire
The Lion King 1½,timon meerkat pumbaa warthog best pal unsung hero african savanna prequel smash disney animated adventure take back way back simba adventure began find timon pumbaa tag along search perfect home attempt raise rambunctious lion cub
Luck-Key,reverse comedy tell story perfectionist assassin fall hit head sauna giving amnesia actor switch locker key switch life hit man soon becomes action hero tv start remember thing
Despicable Me 2,gru recruited anti villain league help deal powerful new super criminal
Borderlands,returning home planet infamous bounty hunter form unexpected alliance team unlikely hero together battle monster dangerous bandit protect young girl hold key unimaginable power
Sex Tape,jay annie first got together romantic connection intense ten year two kid later flame love need spark kick thing notch decide make video trying every position joy sex one marathon three hour session seems like great idea discover private video longer private reputation line know one click away laid bare world race reclaim video lead night never forget find video expose even bargained
Novocaine,girl dream kidnapped everyman nate turn inability feel pain unexpected strength fight get back
Sneakers,shadowy u intelligence agent blackmail reformed computer hacker eccentric team security expert stealing code breaking black box soviet funded genius uncover bigger conspiracy sneaker must save world economy retrieving box blackmailer
Ladies' Doctor,dr lo bianco debt load flees abroad headquarters avviatissimo study gynecological colleague giovannaldi adept gaining trust high society thanks relationship established wife wealthy manufacturer enough get pregnant becomes finance cuckolded husband luxury clinic prize lobianco
Love and Leashes,love never hurt good two co worker enter contractual relationship partner consensual play pleasure pain
Beverly Hills Cop: Axel F,forty year unforgettable first case beverly hill detroit cop axel foley return best solve crime cause chaos
You're Cordially Invited,two wedding accidentally booked day venue bridal party challenged preserving family special moment making unanticipated tight quarter hilarious battle determination grit father bride sister bride chaotically go head head stop nothing uphold unforgettable celebration loved one
Sing 2,buster new cast sight set debuting new show crystal tower theater glamorous redshore city connection singer must sneak crystal entertainment office run ruthless wolf mogul jimmy crystal gang pitch ridiculous idea casting lion rock legend clay calloway show buster must embark quest find isolated clay persuade return stage
A Real Pain,mismatched cousin david benji reunite tour poland honor beloved grandmother adventure take turn pair old tension resurface backdrop family history
Downsizing,kindly occupational therapist undergoes new procedure shrunken four inch tall wife help save planet afford nice lifestyle time
Bono: Stories of Surrender,word music mischief bono pull back curtain deeply personal experience shaped son father husband activist u frontman
The Power of Choice,amazing life story nobel prize winning economist milton friedman told example impact idea united state throughout world program producer given exclusive access friedman personal archive
This American Journey,child british actor paul blackthorne australian photographer mister basquali fell love america later fulfilled dream live two war near economic collapse uncertainty country direction two expat began doubt america still great place dreamed drive across america find interviewing random people issue affect confront u ghetto gun show courthouse cattle yard touched wisdom insight people meet american journey cinematic postcard people people teaching u heart healed unexpected time unexpected place
Lunch Hour,filmmaker james costa investigates national school lunch program childhood obesity show school parent author doctor politician celebrity chef combat problem
How NOT to Make a Horror Film,independent film crew set make epic horror feature film outback south australia budget three week later left defeated without film
Return to Jurassic Park,multi part documentary making jurassic park trilogy part walk making part one film including hurricane shooting first film advance cgi jurassic park helped change world special effect forever interview retrospective documentary come comment spielberg johnston neill dern goldblum effect crew child actor peter stormare documentary broken six part dawn new era min making prehistory min next step evolution min finding lost world min something survived min third adventure min
"Revelation - The Bride, The Beast & Babylon",going heart bible challenging book one hour documentary decodes vision revelation everyone understand journeying birth christ christian era amazing video pull aside veil hidden history reveal rise babylon persecution bride christ real world identity beast educational inspiring revelation delivers key understanding epic conflict christ satan mean life today
The Lost Spirits,last surviving native american long island focus lost spirit film chronicle struggle indigenous people maintain identity amidst relentless modernization heartless bureaucracy
Endurance,century shackleton endurance sank beneath ice explorer uncover legendary shipwreck amazing tale survival
The Remarkable Life of Ibelin,secret life young world warcraft gamer vividly reimagined online friend contact family death
BBOY for LIFE,gritty street guatemala city bboy life intertwines vibrant world breakdancing harsh reality gang life following two determined dancer gang member true story reveals struggle identity hope brighter future
Le Clitoris,woman lucky get organ human body dedicated exclusively pleasure clitoris humorous instructive animated documentary find unrecognized anatomy unknown herstory
Jurassic Greatest Moments: Jurassic Park to Jurassic World,join cast jurassic world dominion relive favorite unforgettable action packed epic moment jurassic world franchise
Bad Boys: Legacy,take epic lookback year making bad boy franchise minute retrospective go behind scene new movie exclusive conversation featuring smith martin lawrence explore making first three film commentary filmmaker jerry bruckheimer michael bay star vanessa hudgens alexander ludwig joe pantoliano initial table read final wrap fan experience intimate look action packed year journey
Lost Angels: Skid Row Is My Home,los angeles skid row home one largest homeless population united state found inside community remarkable enormously moving story olympic athlete harvard attorney accomplished musician scholar found poverty drug mental illness course importantly found life hope incredibly powerful human journey
Avatar: The Deep Dive - A Special Edition of 20/20,inside look one anticipated movie sequel ever james cameron cast
Sweden: Lessons for America?,suggested american would better united state like sweden swede know something sweden lesson america personal exploration johan norberg delf economic social landscape swedish scholar homeland join see lesson learned sweden may one expect one hour documentary follows norberg journey history sweden economic rise one poorest country world one prosperous program illuminates key idea enterprise sparked reform continue help sweden maintain lofty economic position including freedom press free trade new technology company crazy job even old swedish superhero
BLACKPINK: Light Up the Sky,record shattering korean girl band blackpink tell story detail hard fought journey dream trial behind meteoric rise
Love on Demand,find love app sweet documentary jon paul gate hit street london interview people street one world biggest online dating company badoo explore ups down online dating age social medium
Fireball: Visitors from Darker Worlds,remarkable journey across planet universe explores meteorite shooting star deep impact awoken wonder realm make u rethink destiny
A.K.A. Doc Pomus,doc pomus dramatic life one american music great untold story paralyzed polio child brooklyn born jerome felder reinvented blue singer renaming doc pomus emerged one brilliant songwriter early rock roll era writing save last dance magic moment teenager love viva la vega dozen hit spearheaded co produced daughter sharyn felder packed incomparable music rare archival imagery documentary feature interview collaborator friend including dr john ben e king joan osborne shawn colvin dion leiber stoller b b king well passage doc private journal read close friend lou reed
Beatles Stories,big fan beatles growing seth swirsky noticed whenever heard someone relating story beatles ear starting sought filmed never heard beatles story written mike pope
BTS: Yet to Come in Cinemas,join rm jin suga j hope jimin v jung kook special cinematic cut edited remixed big screen watch new close angle whole new view entire concert bts yet come busan featuring hit song across group career including dynamite butter idol plus first concert performance run bts group latest album proof
Elementa,black white visual meditation wilderness element wildlife filmmaker richard sidey return triptych format cinematic experience like
The UFO Conclusion,alien agenda government gone great length stifle overwhelming evidence otherworldly creature exist greatest mind unveil truth behind massive cover
Crystal Lake Memories: The Complete History of Friday the 13th,taking inspiration peter bracke definitive book name seven hour documentary dive making twelve friday th film new interview cast crew
Gay USA,documentary gay right movement year capturing intersection diversity queer life vox pop style interview lesbian feminist street drag queen straight ally taking look fight anita bryant notorious save child campaign
Miss Americana,raw emotionally revealing look one iconic artist time transformational period life learns embrace role songwriter performer woman harnessing full power voice
Making of The Last of Us,featuring extensive interview cast crew access documentary give rare glimpse daunting behind scene effort went production hbo original smash hit series last u
The Network,website internet forum spray beta slander text message tick mark tick list film thing year red bull chuck fryberger film teamed bring glimpse inside elite network athlete live life train compete explore inspire pushing limit hardest climbing world best climber world connected constant cycle training preparation competition outdoor challenge network connects past present bouldering sport competition climbing cutting edge film tangle viewer inside spider web connection make world professional rock climber join time world cup champion killian fischhuber best game explore area old new adventure lifestyle hardest move world
Nelson Mandela: Resistance,history never forgets hero legend victim th century one name stood shouted around globe struggle fairness equality spread across planet left one indifferent nelson mandela symbol peace synonym liberty explore life legacy man alone changed history interview close relative historical archive documentary send back time understand nelson mandela discover changed south africa
Countdown to Eternity,bible expert bill gallatin explores biblical prophecy book revelation transpired discussion whether event signify living end time preceding return jesus christ gallatin touch event increasingly acute difficulty middle east numerous environmental catastrophe earthquake explaining connect scriptural writing
Thinking XXX,book project photographer timothy greenfield sander took photograph star adult movie pair photograph pose clothed nude film record photo shoot includes interview performer commentary eight writer john water actor writer discus economics nudity exhibitionism career private life
I Am: Celine Dion,raw honest behind scene look iconic superstar struggle life altering illness serving love letter fan inspirational documentary highlight music guided life also showcasing resilience human spirit
The Giant Killer,true story smallest green beret soldier became war hero killed homeless alone whose life death shrouded mystery
Campaign 2,response fukushima disaster yama san running election campaign anti nuclear message unlike last time money machine nothing even stand chance march japan experienced one calamitous nuclear disaster history two national election following accident pro nuclear liberal democratic party ldp achieved landslide victory gaining control two parliament campaign kazuhiro soda observes small local election right disaster give insight difficult question presenting microcosm japan political psychological landscape
"Michael Jackson: Life, Death and Legacy",following recent imprisonment jackson doctor conrad murray involuntary manslaughter taken journey extraordinary life michael jackson debut jackson untimely death
Kosovo: A Moment in Civilization,many aware heinous crime civilizational heritage middle east committed isi people know kind terror happening heart europe christian church monastery destroyed serbia province kosovo since monastery part unesco list world heritage danger
Great Bear Rainforest: Land of the Spirit Bear,journey land grizzly coastal wolf sea otter white spirit bear rarest bear earth film great bear rainforest hidden outside world great bear rainforest one wildest place left earth found canada remote pacific coast last intact temperate rainforest world place protected region indigenous people millennium first time ever experience magical world imax giant screen theatre discover land spirit bear
Time in the Minors,every year june nearly athlete high school college chosen amateur baseball draft play minor league inspiring documentary follows life two young player arduous journey launch major league baseball career one face final year tryout another player wrestle pressure keeping million dollar first round draft contract intact thrilling emotional journey illuminates power determination whether dream achieved lost
Going Attractions: The Definitive Story of the Movie Palace,celebrating splendor grandeur great cinema united state built movie acme entertainment story larger life venue designed show film also track eventual decline palace today current preservation effort tribute america great art form great monument created audience enjoy
Naked Ambition: An R Rated Look at an X Rated Industry,noted celebrity photographer michael grecco set capture essence avn award convention best american pornography displayed celebrated honored
Hit & Stay,feature length documentary priest nun protested vietnam war breaking draft board destroying draft record waiting around arrested action inspired movement shaped anti war movement helped bring end draft
Blackfish,notorious killer whale tilikum responsible death three individual including top killer whale trainer blackfish show sometimes devastating consequence keeping intelligent sentient creature captivity
The Flamenco Guitar of Yerai Cortés,thoughtful exploration gypsy culture intimate portrait flamenco guitar player yerai cort healing family exorcism music ant n lvarez aka c tangana make filmmaking debut documentary
Fat-Topia,era activism filmmaker connor luke simpson enters world fat acceptance provocative social movement seeking change negative perception obesity everything know obesity wrong movement become footnote history book
Purgatory,earliest time people wondered awaits death although one managed penetrate core mystery century people knew saw fulla horak st faustina kowalska bl father stanis aw papczy ski st padre pio mystic received grace visited soul purgatory moment could see final judgment heaven hell mysterious purgatory
Beautiful Darling,james rasin documentary beautiful darling honor american transgender actress best known warhol superstar candy darling brief life career combination current vintage interview material rarely seen archival photo footage extract darling movie
The KFC,five kiwi take paragliding adventure tanzania ultimate aim fly summit mt kilimanjaro
A Deadly American Marriage,murder self defense told side documentary explores killing jason corbett dispute wife father
The Memphis Belle,ww documentary center crew american b flying fortress memphis belle prepares execute strategic bombing raid nazi submarine pen wilhelmshaven germany
X-Men: The Mutant Watch,senator kelly address senate committee supposed mutant menace learn making movie x men
Dolly Parton: Queen of Country,dolly parton honoured female country performer time song reach billboard country chat record female artist career top country album record artist career charted single past year career began early age started child performer radio went record single age stream hit single success hit duet kenny rogers island stream topped u pop country chart incredible amount award including grammy award country music association award academy country music award american music award quite simply reigning queen country music story
Florent: Queen of the Meat Market,let julianne moore isaac mizrahi michael musto famous infamous face take fantastic voyage new york city legendary florent diner year night eatery city meat packing district prime stomping ground surprising mix list celebrity tourist family club kid wildly entertaining documentary chronicle history final day outrageous icon
Still Laugh-In: The Stars Celebrate,hollywood finest pay tribute rowan martin laugh uncensored unforgettable celebration dolby theater
King Of The Hammers 6: Vindication,get behind wheel alongside ultra fastest team ride along inside look like run one hardest road race planet earth king hammer team would take part race would determine would king johnson valley ca addition motorcycle rider stock modified vehicle around world would gather compete newly created king motos amp emc utv competition pitting mile harsh desert outside assistance
SOS: The Salton Sea Walk,california largest lake approach point return one man attempt become first person walk around hazardous shoreline order prevent ecologic disaster could impact entire western hemisphere
My Massive Cock,extra large penis object desire many men extra large seriously complicates life relationship penis reduction surgery seems answer
Gay Sex in the 70s,chronicle gay culture new york post stonewall pre aid era thirteen men one woman look back gay life sex manhattan fire island stonewall june first reporting aid june describe rapid move repression celebration removal shame joy going search someone freedom aid friendship brotherhood
A Simpler Way: Crisis as Opportunity,feature length documentary follows community australia came together explore demonstrate simpler way live response global crisis
Chaos: The Manson Murders,august charles manson follower killed seven people order explore conspiracy mind control cia experiment murder
The Walking Dead: The Return,star walking dead andrew lincoln danai gurira walk memory lane visit iconic location pivotal moment character rick michonne filmed
Stormy,delve life time stormy daniel share story account event become part american history
Harry Potter: A History Of Magic,thrilling journey legend belief folklore film go behind scene british library search tell story object collection ambitious new exhibition harry potter history magic j k rowling lending unseen manuscript drawing draft private archive sit alongside treasure british library well original draft drawing jim kay talk personal item lent exhibition give new insight writing looking object exhibition fired imagination
Not Black Enough,deep look class warfare contradiction african american face within community many ostracized black enough analysis reason behind absurd act hatred
Vintage,uniquely kiwi story capturing incredible high heartbreaking low making world class wine new zealand stu nick ollie jess take journey consuming harvest period known vintage passion hard graft go every bottle
Brain Dead And Having A Heart Attack,think thank mind numbing heart stopping freestyle snowboard video ever brain dead heart attack marked decade snowboard video think thank always one goal started concept brain dead side would feature dude around awhile least think thank video quite literally brain dead heart attack side would launch pad precursor new face would go film think thank almanac moving brain heart heart new era think thank crew friend snowboarding together filming much like started year ago
Ladies & Gentlemen... 50 Years of SNL Music,untold story behind culture defining newsmaking musical performance sketch cameo past year
Spray Paint Beijing,documentary graffiti artist capital china
9to5: Days in Porn,day porn focus people behind controversial multi billion dollar industry adult entertainment industry depicts story one different unadorned authentic without glorification prejudice delivers deep insight personal life glamorous grotesque strange fascinating offensive absurd sometimes funny moment
Money Shot: The Pornhub Story,featuring interview performer activist past employee documentary offer deep dive success scandal pornhub
Bob Marley: Roots of the Man,explore life one th century charismatic performer bob marley bob marley renown transcends role reggae luminary regarded cultural icon implored people know history
Blaze Foley: Duct Tape Messiah,born tree house killed friend living room funeral blaze foley bona fide texas legend song covered merle haggard lyle lovett john prine willie nelson joe nichols new documentary movie brings story life screen
Superior Firepower: Making 'Aliens',feature length documentary made especially alien dvd release incredibly informative interview cast crew well behind scene footage filmed making film every possible element towards went making movie included give fan overload information fill brain
South Park: The 25th Anniversary Concert,trey parker matt stone celebrate south park th anniversary concert colorado featuring primus ween
AC/DC: Dirty Deeds,formed australia brother angus malcolm young ac dc considered pioneer heavy metal one highest grossing band time using archive footage interview angus young former manager michael browning fascinating programme take journey early day australia bon scott brian johnson joining band beyond
The Life After Death Project,fascinating quest proof life death true life enigma begin one small odd incident mushroom huge scientific inquiry apparent message side
The Journey of a Female Comic,ups down female comic kiki melendez
Forget Us Not,depth look persecution subsequent death million non jewish victim world war ii holocaust life survived story survivor historical footage lesser known voice brought life rom sinti people also targeted complete annihilation thousand catholic priest killed speaking forget u strives educate give tribute killed religion ethnicity political view sexual orientation physical handicap
The Earthing Movie,earthing documentary reveals scientific phenomenon heal body simplest thing person standing barefoot earth
Atlantis: Secret Star Mappers of a Lost World,go beyond lost human history profile examination recent finding highly advanced human settlement submerged end ice age sea level rose story atlantis root actual historical event
Musashi: The Dream of the Last Samurai,film story center musashi miyamoto one famous swordsman japanese history pioneered hyouhou niten ichi ryuu style two sword fighting wrote book five ring book compared sun tzu art war insight tactic strategy
The Other Side of The SEX,documentary shine spotlight unsung male performer support world japanese adult video grown massive industry annual sale billion yen year since inception co director enoki yujiro takahara hidekazu jav veteran know business back front highly individual male adult video performer appear legendary virtuoso kato taka handsome new generation star kuroda masatoshi behind scene footage interview shed light diverse view life woman philosophy regarding sex dedication profession
Jackass 3D,johnny knoxville bam margera steve wee man rest fearless foolhardy friend take part another round outrageous prank stunt addition standing path charging bull launching air crashing various object guy perform segment sweatsuit cocktail beehive tetherball lamborghini tooth pull
Being and Becoming Chua Ek Kay,film offer exclusive intimate insight classically trained artist risked rejection revolutionize traditional chinese ink art form singapore
Emma and Eddie: A Working Couple,emma eddie live two life one social medium one real life webcam couple save marriage starting adult web studio eastern europe
The Boy Who Found Gold,william hart mcnichols world renowned artist heralded time magazine among famous creator christian iconic image world young catholic priest immersed life altering journey working chaplain st vincent aid hospice new york city time became early pioneer lgbt right within catholic church boy found gold cinematic journey art spirit william hart mcnichols film follows colorful life cross path president pope martyr parishioner finding insightful lesson encounter mcnichols message priest artist man speaks powerful element human spirit mercy
Cyber Hell: Exposing an Internet Horror,anonymous exploitative network online chat room ran rampant sex crime hunt take operator required gut tenacity
Ginny & Georgia - The Afterparty,cast member hit netflix show join host unpack drama season cristela alonzo offer tip new kid school
Louis Kahn's Tiger City,art historian filmmaker sundaram tagore travel footstep louis kahn discover famed american architect built daringly modern monumental parliamentary complex war torn bangladesh
Elvis Through the Years,documentary music musical gripping highly entertaining documentary offer unparalleled behind scene look life elvis presley using rare footage film press conference outtake movie trailer news clip comedy sketch elvis thru year fitting commemoration man became legend
Penis Poetry,poetic film penis becoming diary unique story tell penis poetry made collaboration andre medeiros martin wrote lover penis personal thought andre word reflect much modern society glorifies exhibition penis much worship much social medium apps allowed u share private part world
Boogaloo Shrimp Documentary,life story michael chamber aka boogaloo shrimp dancer actor singer comedian master waving ticking backsliding liquid animation dance breakdancing phenomenon
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",summer woodstock people attended harlem cultural festival celebrating african american music culture promoting black pride unity footage festival sat basement unseen year keeping incredible event america history lost
Children on the Titanic,musical documentary child survivor voyaged titanic
50 Greatest Harry Potter Moments,mark release two week ago eighth final movie series robbie coltrane narrates countdown movie franchise best moment harry first meeting ron hermione aboard hogwarts express magical mystery
Game of Thrones: The Last Watch,year acclaimed british filmmaker jeanie finlay embedded set hit hbo series game throne chronicling creation show ambitious complicated season debuting one week series finale game throne last watch delf deep mud blood reveal tear triumph involved challenge bringing fantasy world westeros life real studio field car park northern ireland made unprecedented access game throne last watch close personal portrait trench production following crew cast contend extreme weather punishing deadline ever excited fandom hungry spoiler much making documentary funny heartbreaking story told wit intimacy bittersweet pleasure mean create world say goodbye
The Adventures of Anais Nin,groundbreaking author anais nin diary explored docudrama young reporter leah discovers nin provocative writing uncovers life lived freedom liberation passion blurring line drama doc adventure give glimpse life legendary artist
Unsupersize Us,unsupersize u follow award winning film unsupersize director juan carlos asse take five subject hometown suffer common health issue put regimen plant based diet exercise six week result impressive five people quickly turn health around six week period asse test subject many exciting physical challenge throughout film film showcase cooking skill healthy shopping eating healthy road mental fortitude interesting twist occurs asse reveals trial tribulation including seven year federal prison sentence leading true freedom
Still I Strive,still strive story transcendence compassion unity hope one orphanage phnom penh cambodia performing art path healing transformation guided matriarch peng phan renowned actress right child aspire achieve one highest honor cambodian society perform front princess bopha devi symbol culture heritage interspersed throughout documentary narrative film sequence featuring child actor
Cropsey,realizing urban legend youth actually come true two filmmaker delve mystery surrounding five missing child real life boogeyman linked disappearance
"First stay date Rena Miyashita, holding hands, kissing, laughing, and then forgetting time and getting intertwined",midv dokidoki flirting love date play arcade watch night view ferris wheel hold hand boy kiss day like youth laughter playing outside meet closely hotel forgetting time seeking sex sweet violently disturbed immersed pleasure many time next morning staying date indecently intertwined innocent innocent cute smile ecstatically distorted naughty face day long
The World of 'The Dark Crystal',documentary explores making jim henson frank oz fantasy film dark crystal originally aired pb united state january one hour documentary detail technological innovation field animatronics art design film making henson brand magic requiring year production including two year pre production dark crystal inspired imagination artist brian froud conceived score talented designer builder technician performer world dark crystal show jim henson creature shop london muppet workshop new york brought brian froud art jim henson vision life
After Porn Ends,documentary examining happens biggest name history adult entertainment industry leave business try live normal life
Harry Potter 20th Anniversary: Return to Hogwarts,enchanting making story told new depth interview cast conversation inviting fan magical first person journey one beloved film franchise time
Rainier the Mountain,retrospective tribute acclaimed filmmaker jean walkinshaw hail th anniversary mount rainier national park washington talking know best scientist naturalist mountain climber artist whose life touched peak far reaching shadow result harmonious blend archival material high definition footage celebrating icon pacific northwest
Amir Hetsroni: Case Study,fascinating journey israel notorious provocateur prof amir hetsroni depth romantic interpersonal relationship alienated childhood public persona versus self identity
Mergui,using nature shot narration musical score documentary tell story moken myanmar last sea nomad
We Were Children,year till canada first nation child legally required attend government funded school run various christian faith residential school across country child sent faraway school separated family traditional land child endured brutality physical hardship mental degradation complete erasure culture school part wider program assimilation designed integrate native population canadian society school established express purpose kill indian child told voice child shocking true story two child glen anaquod lyna hart
Vessel,fearless sea captain dr rebecca gomperts sail ship loophole international law providing abortion high sea leaving wake network emboldened activist trust woman handle abortion term
Avatar: Creating the World of Pandora,making james cameron avatar show interesting part work set
Rude Dude,possessed incredible artistic talent steve rude dude eccentric personality colorful comic book art filmmaker ian fischer magritte moment present rude rise comic book world difficult transition comic book shop art gallery wall made challenging rude battle mental illness
Britney Spears: Workin' It,release eighth studio album britney back workin documentary chronicle career international superstar innocent year release baby one time highest paid judge u x factor collaborating latest album worldwide pop icon continues grow deliver fan inside story
Apollo 17: Final Footprints On The Moon,apollo mission final opportunity collect first hand information history origin moon film look historic mission eye participated including commander eugene cernan lunar module pilot harrison schmitt command module pilot ron evans
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,aaron paul vince gilligan cast member producer crew share story footage making el camino
The Science of Interstellar,matthew mcconaughey narrates fascinating look christopher nolan sci fi film interstellar including scientific foundation work consulting scientist kip thorne basic film theme science behind search planet capable hosting life space time theory relativity science wormhole black hole crafting film visuals based real scientific observation birth universe dust bowl evolution dust toxin likelihood future dust storm prospect escaping dying doomed planet possibility colonizing mar
I'm a Porn Star: Gay 4 Pay,welcome curious surprising always outspoken world straight men go gay pay curiously disproportionate percentage men working gay porn identify straight would straight man gay porn motivates try make career keen interest debate sexuality personal life men say u viewer much gay porn dominated image straight men
Pornocracy: The New Sex Multinationals,never watched much porn today yet traditional porn industry dying arrival web site showing amateur clip transformed way porn made consumed behind transformation lie one opaque multinational
